,CVEGEO,CARR-KM,LINCARR,RED-KM,LINRED,AREAKM ,DENSCARR,DENSRED,Num_thefts,_merge
440,12075,250.4319283,195,85.71990297000002,421,1249.28,0.2004610081807121,0.06861544487224643,0.0,left_only
441,12076,10.46692064,11,287.05295437999996,231,630.76,0.016594141416703657,0.45509061192846717,0.0,left_only
442,12077,41.52915132,30,24.890798669999995,94,210.73,0.19707280083519194,0.11811701547003273,0.0,left_only
443,12078,25.93514706,16,186.77045473,163,620.58,0.04179178681233684,0.30096112464146446,0.0,left_only
444,12079,4.5707559700000004,4,70.75873918,109,131.98,0.03463218646764662,0.5361322865585696,0.0,left_only
445,12080,32.6830451,22,15.33921809,59,253.78,0.1287849519268658,0.060442974584285596,0.0,left_only
446,12081,27.258720320000002,15,28.59680268,68,240.26,0.11345509165071174,0.11902440139848498,0.0,left_only
447,13001,29.32687557,32,62.91197622,97,241.6,0.12138607437913906,0.26039725256622515,0.0,left_only
448,13002,68.23484789,118,87.61723275999998,340,238.87,0.28565683380081214,0.366798814250429,0.0,left_only
449,13003,80.28725582000001,205,127.14483157999999,647,271.8,0.29539093384841797,0.46778819565857244,0.0,left_only
450,13004,19.0476305,33,60.41356695000001,82,120.02,0.15870380353274455,0.5033624975004167,0.0,left_only
451,13005,31.04081094,29,10.658270950000002,87,238.99,0.1298833044897276,0.04459714193062472,78.0,both
452,13006,107.89091205,173,272.55305616000004,631,433.52,0.24887182148459125,0.6286977674847759,0.0,left_only
453,13007,53.99206199,67,19.0045809,150,272.32,0.19826697264247944,0.06978767956815511,0.0,left_only
454,13008,73.68651982,112,36.97275081,287,322.22,0.2286838800198622,0.11474381109180062,1.0,both
455,13009,62.30519717,122,68.80757936,217,137.6,0.45279939803779073,0.5000550825581396,0.0,left_only
456,13010,46.12933193,139,39.225164019999994,414,62.45,0.738660239071257,0.6281051084067253,42.0,both
457,13011,39.800547890000004,48,64.1748515,142,142.65,0.27900839740623906,0.449876281107606,0.0,left_only
458,13012,55.13928259,67,112.47355886000001,215,458.51,0.12025753547359927,0.2453023028069181,1.0,both
459,13013,65.9547963,124,65.16599957,472,122.32,0.5391987925114454,0.5327501599901897,115.0,both
460,13014,43.713951959999996,60,42.878398139999994,180,211.01,0.20716530951139756,0.20320552646793988,0.0,left_only
461,13015,108.12566532,72,117.54326761000002,171,593.63,0.18214319579536073,0.19800762698987587,2.0,both
462,13016,58.59429616,57,119.33682594000001,387,391.39,0.14970820961189607,0.3049051481642352,262.0,both
463,13017,61.1225114,64,83.82840261,233,278.33,0.21960446735889055,0.30118349660474975,76.0,both
464,13018,100.51612574,94,127.89877493,251,231.63,0.433951240081164,0.5521684364287873,0.0,left_only
465,13019,81.78935847999999,147,94.66399061999999,321,222.82,0.367064709092541,0.4248451244053496,0.0,left_only
466,13020,18.50060324,8,8.074939750000002,46,239.54,0.07723387843366453,0.03371019349586709,0.0,left_only
467,13021,42.41863265,54,10.220899989999998,125,123.01,0.3448388964311844,0.08308999260222744,0.0,left_only
468,13022,55.91901799,94,24.34044552,208,142.34,0.3928552619783617,0.17100214641000422,29.0,both
469,13023,49.80226681,110,98.02364856999999,481,98.04,0.5079790576295389,0.9998332167482659,0.0,left_only
470,13024,34.22217682,54,80.46621022000001,147,302.85,0.11300041875515932,0.2656965831929998,0.0,left_only
471,13025,54.15603953,35,134.65490255999998,210,292.31,0.18526919889842974,0.4606578719852211,0.0,left_only
472,13026,13.75914816,8,56.538236950000005,63,107.46,0.12803971859296484,0.5261328582728458,0.0,left_only
473,13027,40.25688046,33,75.40298432,147,213.92,0.18818661396783845,0.3524821630516081,1.0,both
474,13028,119.3751636,289,118.54670131,694,394.05,0.3029442040350209,0.30084177467326484,0.0,left_only
475,13029,155.23437521999998,269,207.12413834,796,660.75,0.23493662538024968,0.3134682381233447,28.0,both
476,13030,266.43170082,514,140.28619844999997,898,486.6,0.5475374040690505,0.2882988048705301,0.0,left_only
477,13031,59.93921764,61,77.04972838,172,440.99,0.13591967536678837,0.17471989927209233,0.0,left_only
478,13032,15.71354378,20,2.4918236099999995,53,38.39,0.4093134613180516,0.06490814300599113,0.0,left_only
479,13033,13.717370950000001,6,23.914366429999998,40,110.79,0.12381416147666757,0.21585311336763244,0.0,left_only
480,13034,25.285553510000003,35,41.91896920000001,78,177.21,0.14268694492410136,0.23654968229783874,0.0,left_only
481,13035,28.740014889999998,30,45.675405489999996,113,146.34,0.19639206566899,0.3121183920322536,0.0,left_only
482,13036,39.18159149,38,35.35935515,77,245.72,0.15945625708123068,0.1439010058196321,1.0,both
483,13037,83.07387496,72,122.75786172999999,232,796.91,0.1042449899737737,0.1540423156065302,0.0,left_only
484,13038,39.14304864,44,95.84349509,139,192.14,0.20372149807432083,0.49882114650775483,0.0,left_only
485,13039,29.31354395,64,17.2342938,174,53.43,0.5486345489425416,0.3225583717012914,1.0,both
486,13040,28.654644219999998,22,79.68994101999999,111,232.79,0.12309224717556595,0.3423254479144293,0.0,left_only
487,13041,65.81102136,141,162.79165045000002,444,135.87,0.4843675672333848,1.1981427132553177,0.0,left_only
488,13042,30.54051103,42,50.6770832,108,198.27,0.15403495753265747,0.2555963242043678,0.0,left_only
489,13043,23.25015339,16,56.653360989999996,76,249.7,0.09311234837805367,0.2268857068081698,0.0,left_only
490,13044,102.10342439,158,157.62127986000002,520,341.31,0.2991515759573408,0.4618126625648238,39.0,both
491,13045,27.31549054,57,61.45487558000001,157,79.73,0.34259990643421545,0.7707873520632134,0.0,left_only
492,13046,67.25400936,89,115.83041373,421,323.99,0.20758050976882,0.35751231127503935,0.0,left_only
493,13047,36.8933955,24,99.71172883,124,385.4,0.09572754411001556,0.2587227006486767,0.0,left_only
494,13048,61.14024671,327,206.43441785,2238,154.1,0.3967569546398443,1.339613353990915,30.0,both
495,13049,28.62681819,16,138.48405388000003,215,188.08,0.15220554120586985,0.7363039870267972,0.0,left_only
496,13050,37.329890809999995,88,55.52337639,278,90.98,0.41030875807869854,0.6102811210156078,0.0,left_only
497,13051,74.51838623,305,91.63924487999998,1440,112.48,0.6625034337660028,0.81471590398293,13.0,both
498,13052,87.47113904,142,53.37196894000001,295,297.36,0.2941590632230293,0.17948604028786658,96.0,both
499,13053,8.742362929999999,17,149.88084404999998,162,359.4,0.02432488294379521,0.41703072913188644,1.0,both
500,13054,85.13053887000001,169,105.77589245,427,205.71,0.4138376300131253,0.5141990785571922,0.0,left_only
501,13055,76.5447726,102,104.96138409000001,305,256.22,0.29874628288189836,0.40965336074467257,0.0,left_only
502,13056,13.92580943,42,27.373843410000003,194,64.29,0.21660926162700261,0.4257869561362576,56.0,both
503,13057,78.0621142,98,54.54715678,192,420.21,0.18576929202065634,0.1298092781704386,36.0,both
504,13058,67.73069762,101,49.903975779999996,230,240.01,0.2821994817715929,0.2079245688929628,0.0,left_only
505,13059,134.7144725,161,144.53573360000001,424,525.03,0.25658433327619373,0.27529042835647494,0.0,left_only
506,13060,47.89682304,32,68.69473791,104,176.63,0.2711703733227651,0.3889188581214969,0.0,left_only
507,13061,54.106791060000006,79,54.81861198,485,242.91,0.22274418945288382,0.2256745789798691,66.0,both
508,13062,87.35936001,71,156.91911966,204,347.34,0.25150964475729837,0.4517738229400588,0.0,left_only
509,13063,134.73314941,300,101.14897415999998,765,353.43,0.38121593925246866,0.2861923836686189,29.0,both
510,13064,46.13675022,71,31.092327690000005,137,147.85,0.3120510667568482,0.2102964334798783,57.0,both
511,13065,6.91013075,12,19.70483757,106,44.93,0.15379770198085913,0.43856749543734697,79.0,both
512,13066,49.23586837,47,39.97589759000001,203,90.73,0.5426635993607406,0.4406028611264191,1.0,both
513,13067,59.150050369999995,131,166.28078918999998,743,163.34,0.36212838478021303,1.0180040969144115,37.0,both
514,13068,15.52253545,9,142.06667946000002,136,265.68,0.05842568296446853,0.5347285435862692,0.0,left_only
515,13069,46.05779727,131,92.39879330999997,940,76.81,0.5996328247624008,1.2029526534305426,0.0,left_only
516,13070,18.0048005,49,36.701157689999995,242,31.53,0.5710371233745639,1.1640075385347286,51.0,both
517,13071,0.0,0,176.23857542000002,166,531.6,0.0,0.3315247844620015,0.0,left_only
518,13072,32.825418899999995,52,16.027703950000003,156,82.93,0.39582079946943194,0.19326786386108769,72.0,both
519,13073,77.47814643,93,156.33399166,210,392.11,0.19759288574634667,0.3986993233021346,0.0,left_only
520,13074,25.2249121,41,28.72209121,261,38.98,0.6471244766546947,0.7368417447408928,53.0,both
521,13075,61.99110348,89,22.552153039999997,175,128.8,0.4812973872670807,0.17509435590062108,0.0,left_only
522,13076,172.19366473,353,156.96557102,1226,336.11,0.5123134233733003,0.4670065485109041,177.0,both
523,13077,96.30662965,324,87.35188156,906,217.41,0.4429724007635344,0.4017841017432501,8.0,both
524,13078,16.82410702,18,64.8223231,86,135.41,0.12424567624252271,0.4787114917657485,0.0,left_only
525,13079,17.29019356,11,58.572531489999996,93,176.84,0.09777309183442659,0.33121766280253334,0.0,left_only
526,13080,23.38704034,20,47.70574396,85,154.35,0.15151953573048266,0.30907511473922905,0.0,left_only
527,13081,33.904612910000004,72,45.12993348,180,272.69,0.12433390630386154,0.16549904096226484,0.0,left_only
528,13082,36.50916498,76,19.93047774,206,105.27,0.34681452436591625,0.1893272322599031,0.0,left_only
529,13083,138.11775201,350,61.092046100000005,693,319.87,0.43179339109638293,0.19099023384499955,0.0,left_only
530,13084,149.37089029999999,141,121.98161613,381,872.5,0.1711987281375358,0.1398070098911175,0.0,left_only
531,14001,95.78513909,86,112.95999357999999,330,339.2,0.2823854336379717,0.3330188489976415,0.0,left_only
532,14002,65.72114769,173,30.169070900000005,312,153.98,0.4268161299519418,0.1959285030523445,0.0,left_only
533,14003,44.7973449,104,5.280460170000006,140,273.99,0.16349992663965837,0.01927245581955548,0.0,left_only
534,14004,35.05330289,41,9.024951930000002,83,124.82,0.2808308195000801,0.07230373281525398,0.0,left_only
535,14005,45.90198659,44,12.194782760000002,106,172.57,0.2659905347974735,0.07066571686851714,0.0,left_only
536,14006,131.66407997,198,135.51878274999999,659,839.12,0.15690733145438077,0.16150107582944034,0.0,left_only
537,14007,44.1058243,43,10.93099067,78,194.71,0.2265205911355349,0.05613985244722921,0.0,left_only
538,14008,110.29728676,185,292.40769123,717,949.85,0.11612074196978471,0.3078461770068958,0.0,left_only
539,14009,45.67551968,142,14.243127160000004,265,111.76,0.4086929105225483,0.12744387222619902,37.0,both
540,14010,26.34245721,26,21.358426379999997,85,355.81,0.07403517947781119,0.060027616930384185,0.0,left_only
541,14011,22.69952207,22,17.43033728,49,440.56,0.051524246572544036,0.03956404866533503,0.0,left_only
542,14012,64.68740624,51,6.704106700000004,82,610.2,0.1060101708292363,0.010986736643723375,0.0,left_only
543,14013,99.16492555,165,65.03875171999998,471,510.89,0.1941023029419249,0.12730480479163808,45.0,both
544,14014,81.88062729999999,43,17.86274111,130,451.53,0.18134039222200074,0.039560474630700074,0.0,left_only
545,14015,71.28849782,89,28.406780369999993,306,705.14,0.10109836035397227,0.040285305570524996,0.0,left_only
546,14016,80.6466116,132,81.94620068,422,430.87,0.1871715635806624,0.19018776122728434,17.0,both
547,14017,38.5161155,52,67.36709553,174,883.37,0.04360133975570825,0.0762614708785673,0.0,left_only
548,14018,144.16095545000002,215,63.13342371,670,418.2,0.34471773182687715,0.15096466692969873,0.0,left_only
549,14019,43.17369644,31,208.81309618,116,866.48,0.049826535453790045,0.24099009345859107,0.0,left_only
550,14020,70.55495944,95,48.59330442,199,1543.4,0.04571398175456784,0.031484582363612804,0.0,left_only
551,14021,73.81152353,73,12.80485699999999,172,522.71,0.14120931975665282,0.024497057641904667,0.0,left_only
552,14022,66.26556584,147,21.154095990000002,325,501.33,0.1321795341192428,0.04219595075100234,0.0,left_only
553,14023,76.33565555999999,159,28.007205149999994,445,273.49,0.2791168070496179,0.1024066881787268,0.0,left_only
554,14024,65.50803272,109,40.27368325999999,223,331.25,0.1977600987773585,0.12158093059622639,0.0,left_only
555,14025,38.61077561,47,203.21517004,292,648.1,0.059575336537571355,0.3135552693102916,0.0,left_only
556,14026,24.41339823,10,4.137935960000003,70,265.64,0.09190407404758319,0.015577232193946706,0.0,left_only
557,14027,102.21615491,142,18.09990752000001,239,1391.13,0.07347706893676363,0.013010938963288842,0.0,left_only
558,14028,17.36329034,10,36.15200107,55,417.12,0.04162660706751055,0.08667050505849634,0.0,left_only
559,14029,67.49655552,65,73.02315067999999,176,643.0,0.10497131496111975,0.11356633076205286,0.0,left_only
560,14030,37.84627133,82,54.04315299999999,538,630.02,0.06007153952255484,0.0857800593631948,0.0,left_only
561,14031,11.783097040000001,14,218.69335659,127,655.08,0.017987264212004642,0.33384221253892654,0.0,left_only
562,14032,44.68537748,38,6.0531834799999995,82,297.38,0.15026356002421146,0.02035504566547851,0.0,left_only
563,14033,89.72994974,155,63.54446709999999,347,426.73,0.21027335725165794,0.14891024090174113,26.0,both
564,14034,23.987236529999997,11,4.050022250000001,42,297.64,0.08059144110334632,0.013607116818975949,0.0,left_only
565,14035,207.44498172000002,241,354.67443264,1124,1253.4,0.16550580957395883,0.2829698680708473,6.0,both
566,14036,28.668793989999998,47,21.229061930000004,133,337.76,0.08487918637494078,0.06285250452984369,0.0,left_only
567,14037,44.96781648,59,13.405709909999997,219,177.31,0.2536112823867802,0.07560605668039026,0.0,left_only
568,14038,35.30559498,21,67.94699062999999,74,837.73,0.04214436033089421,0.0811084605183054,0.0,left_only
569,14039,0.0,0,221.04892924,1326,150.95,0.0,1.4643850893673402,0.0,left_only
570,14040,133.62302814,127,62.91222959999999,225,756.37,0.17666357489059586,0.08317652683210597,0.0,left_only
571,14041,42.37674806,50,105.42303263000002,167,309.24,0.13703514441857456,0.34091007835338255,0.0,left_only
572,14042,73.60085396,49,73.56162807000003,155,769.55,0.09564141895913196,0.09559044645572091,0.0,left_only
573,14043,188.53337714999998,195,40.78748176000003,368,2010.81,0.09375991622778879,0.020284105290902684,0.0,left_only
574,14044,91.92693491,188,33.26892351000001,342,201.24,0.4568024990558537,0.1653196358079905,0.0,left_only
575,14045,99.02555871,96,43.29944601,184,831.82,0.11904685954894087,0.0520538650308961,0.0,left_only
576,14046,93.112965,106,174.19462029000002,506,520.9,0.17875401228642734,0.3344108663659052,0.0,left_only
577,14047,23.1927396,45,26.920114990000002,181,162.76,0.14249655689358565,0.1653976099164414,0.0,left_only
578,14048,117.16211192,165,143.90181048000002,374,665.17,0.17613859903483323,0.21633839541771283,0.0,left_only
579,14049,85.43584415999999,64,67.89422607000002,171,1476.25,0.057873560819644364,0.04599100834546995,0.0,left_only
580,14050,80.45114883999999,156,33.39720607,374,324.33,0.24805336798939348,0.10297291668979128,0.0,left_only
581,14051,23.32160776,30,4.586847519999999,80,138.08,0.16889924507531864,0.03321876825028968,10.0,both
582,14052,23.814883249999998,33,3.3171647200000005,53,245.88,0.09685571518626972,0.01349099040182203,0.0,left_only
583,14053,331.11194945999995,413,612.7766736399999,2231,2514.44,0.1316841720064905,0.24370304069295742,25.0,both
584,14054,28.646427489999997,55,2.0583927,71,114.23,0.2507784950538387,0.018019720738860195,0.0,left_only
585,14055,84.0337546,89,22.470432100000007,181,293.19,0.28661876121286534,0.07664119547051403,0.0,left_only
586,14056,10.88309776,2,0.7933130499999989,18,776.44,0.014016662923084847,0.0010217312992633028,0.0,left_only
587,14057,24.49740726,28,3.56287572,61,133.99,0.18283011612806924,0.02659060914993656,0.0,left_only
588,14058,71.5838639,98,78.70298996999999,278,1843.12,0.03883841741178003,0.04270095814162941,0.0,left_only
589,14059,38.28653522,44,19.24478039,110,288.94,0.13250687069979925,0.06660476358413511,0.0,left_only
590,14060,55.78301331,40,35.859993620000004,140,287.0,0.19436590003484322,0.1249477129616725,0.0,left_only
591,14061,55.82683935,21,350.18074694,169,3363.59,0.0165973972303402,0.10410922464985328,0.0,left_only
592,14062,28.10660336,25,7.906877479999996,55,630.97,0.044545070859153366,0.01253130494318271,0.0,left_only
593,14063,69.49413048999999,75,70.04312021999999,440,242.72,0.28631398520929463,0.28857580842122604,0.0,left_only
594,14064,125.56080978,87,126.01135022000001,479,1155.75,0.1086401122907203,0.10902993746052347,0.0,left_only
595,14065,78.23252405000001,46,42.13074782999999,131,874.58,0.08945153565139839,0.048172548914907715,0.0,left_only
596,14066,113.72982809,171,61.94177729,461,834.81,0.1362343863753429,0.07419865273535296,0.0,left_only
597,14067,73.84638495,230,85.21136260999998,923,680.88,0.1084572684614029,0.1251488700064622,0.0,left_only
598,14068,37.78659456,28,80.82824639,151,1848.08,0.020446406302757455,0.04373633521817238,0.0,left_only
599,14069,96.26735696,52,23.208150249999992,140,674.32,0.14276212623086962,0.034417116873294566,0.0,left_only
600,14070,32.34392252,106,68.58100893000001,472,92.75,0.3487215366037736,0.739417886037736,6.0,both
601,14071,37.556391239999996,32,39.54107495000001,48,522.97,0.07181366281048625,0.07560868682716027,0.0,left_only
602,14072,45.471417589999994,45,93.25719866,188,351.68,0.12929770697793447,0.2651762928230209,0.0,left_only
603,14073,168.72777881,224,277.66097253000004,966,847.67,0.19904889734212605,0.32755786158528677,1.0,both
604,14074,6.5241491400000005,18,121.16914943,318,261.94,0.02490703649690769,0.46258360475681454,0.0,left_only
605,14075,10.34674762,20,29.602238249999996,48,305.51,0.03386713240155805,0.0968944985434192,0.0,left_only
606,14076,8.12576641,10,190.61435115,94,690.06,0.011775449105874853,0.2762286629423529,0.0,left_only
607,14077,62.48013744,92,48.58116108,249,342.93,0.18219501775872626,0.14166494934826349,0.0,left_only
608,14078,88.69111277,79,178.41670213,494,786.98,0.11269805175480953,0.22671059255635467,0.0,left_only
609,14079,62.43799002,60,8.322458870000002,135,353.45,0.17665296370066488,0.0235463541377847,0.0,left_only
610,14080,43.52113505,29,77.0731775,123,1116.73,0.038971940442183876,0.06901684158211922,0.0,left_only
611,14081,39.29935607,28,71.06508539,104,260.82,0.15067616007208037,0.27246792956828464,0.0,left_only
612,14082,47.77783165,40,20.824303229999998,186,215.97,0.22122439065610966,0.09642220322266981,0.0,left_only
613,14083,82.57011384,170,48.61635678999999,386,451.8,0.18275810942895088,0.10760592472332889,102.0,both
614,14084,55.92583087,63,72.98855231,147,1996.35,0.02801404105993438,0.036560999979963434,0.0,left_only
615,14085,87.97843291000001,91,48.80329217,288,1363.69,0.0645149798781248,0.03578767327618447,0.0,left_only
616,14086,73.22901839,75,37.64889331,177,619.4,0.11822573198256377,0.06078284357442686,0.0,left_only
617,14087,86.87632374,44,81.56046975000001,114,1301.0,0.06677657474250577,0.06269059934665643,0.0,left_only
618,14088,66.54932458,68,56.88497615,216,765.14,0.0869766638523669,0.07434584017304023,0.0,left_only
619,14089,13.911547350000001,30,8.660627819999998,60,79.24,0.17556218260979306,0.1092961612821807,0.0,left_only
620,14090,33.23071909,52,4.58585239,84,281.54,0.1180319638062087,0.016288457732471406,0.0,left_only
621,14091,83.8477905,83,274.02805203,512,933.54,0.08981703033613986,0.29353648695288903,0.0,left_only
622,14092,39.6908641,56,27.865345500000004,149,334.43,0.11868212809855574,0.08332190742457317,0.0,left_only
623,14093,240.00482438,345,353.10867606,1257,1400.12,0.17141732450075708,0.25219886585435536,0.0,left_only
624,14094,86.96147742,101,148.09056641000004,303,1692.99,0.05136561788315347,0.08747279452920574,0.0,left_only
625,14095,26.919348999999997,32,13.097106490000002,86,219.1,0.1228632998630762,0.05977684386125058,0.0,left_only
626,14096,32.75876639,43,12.3978066,120,193.88,0.16896413446461728,0.0639457736744378,0.0,left_only
627,14097,180.68419605999998,502,170.50896436,1847,673.99,0.2680814196946542,0.25298441276576805,158.0,both
628,14098,7.64095007,16,156.83616135,627,116.77,0.06543590023122377,1.3431203335617026,0.0,left_only
629,14099,41.53066048,32,74.67331279,189,512.63,0.08101488496576478,0.1456670752589587,0.0,left_only
630,14100,152.54500836,217,178.77571736,512,3014.8,0.050598715788775374,0.059299362266153635,0.0,left_only
631,14101,76.71782802,202,126.64732359,772,157.96,0.48567883021017977,0.801768318498354,3.0,both
632,14102,27.181365109999998,33,13.307074740000004,58,293.57,0.09258904217052151,0.04532845570051437,0.0,left_only
633,14103,47.502215830000004,105,15.398251790000002,198,145.87,0.32564760286556527,0.10556147110440804,0.0,left_only
634,14104,59.450593829999995,44,123.43819037,181,587.03,0.10127351895133127,0.2102757786995554,0.0,left_only
635,14105,53.73043321,75,76.32330438,220,336.55,0.15965067065814886,0.22678147193581932,35.0,both
636,14106,46.142128989999996,33,5.820525180000004,60,429.97,0.10731476379747423,0.013537049515082457,0.0,left_only
637,14107,42.315523889999994,32,12.51647494,102,132.41,0.3195795173325277,0.09452816962465072,0.0,left_only
638,14108,100.44823142,119,35.461775580000015,310,725.45,0.13846334195327037,0.04888245307050798,0.0,left_only
639,14109,90.13899647,49,207.91867011,473,728.83,0.12367629827257384,0.2852773213369373,5.0,both
640,14110,70.5114385,100,35.107040129999994,194,443.03,0.15915725458772545,0.07924303123941945,0.0,left_only
641,14111,67.42775297,63,72.34368171999999,164,352.26,0.19141473051155397,0.2053701292227332,0.0,left_only
642,14112,27.8187171,23,6.306625569999997,106,195.23,0.1424920201813246,0.03230356794550016,0.0,left_only
643,14113,106.15723356,63,38.84013312000001,207,746.12,0.14227903495416286,0.05205614796547474,0.0,left_only
644,14114,65.86299735,105,17.24844821999999,205,318.18,0.2069991745238544,0.054209718461248314,0.0,left_only
645,14115,20.697787639999998,6,185.91431458,120,673.3,0.030740810396554283,0.27612403769493543,0.0,left_only
646,14116,34.078435230000004,45,108.12164846999998,389,452.94,0.07523829917869918,0.23871075301364417,0.0,left_only
647,14117,14.25719228,14,98.701815,154,271.83,0.05244892866865321,0.36310125813927824,0.0,left_only
648,14118,100.42576102000001,82,30.429335349999995,264,563.33,0.17827163655406245,0.054016891253794386,0.0,left_only
649,14119,114.14432399,158,38.01863899999999,283,479.09,0.23825236174831455,0.07935594355966519,0.0,left_only
650,14120,152.98522166,259,320.23404759999994,1886,1156.09,0.13232985464799454,0.27699750676850415,20.0,both
651,14121,62.76383939,114,17.349773720000005,265,252.26,0.24880614996432254,0.06877734765717912,0.0,left_only
652,14122,34.86960633,25,9.53730528,53,305.77,0.11403867720835924,0.03119110861104752,0.0,left_only
653,14123,111.54051527,118,53.750058889999984,256,400.02,0.27883734630768464,0.1343684288035598,0.0,left_only
654,14124,211.06043866000002,331,243.68462356999996,784,718.77,0.29364113507798045,0.33903004239186385,81.0,both
655,14125,53.08850392,96,76.32670873,299,227.82,0.23302828513738919,0.33503076433148976,0.0,left_only
656,15001,231.84163952999998,312,135.85633531,621,475.57,0.48750265897764783,0.28567053285531047,50.0,both
657,15002,43.260022879999994,134,128.41892603,1256,86.9,0.49781384211737617,1.4777782051783657,92.0,both
658,15003,206.92970056,199,87.82492010000001,388,453.31,0.4564860703712691,0.19374141338157114,55.0,both
659,15004,40.63869364,45,81.57382183,250,170.96,0.23770878357510528,0.47715150813055685,0.0,left_only
660,15005,236.60521648,424,303.9493037699999,1529,479.6,0.49333864987489573,0.6337558460592158,12.0,both
661,15006,2.66539453,10,11.63532843,111,9.16,0.2909819355895196,1.2702323613537116,0.0,left_only
662,15007,60.12032894,66,65.47763353,207,222.27,0.2704833263148423,0.29458601489179825,0.0,left_only
663,15008,107.85872832999999,129,435.49418529,623,636.27,0.16951723062536345,0.6844487171955302,0.0,left_only
664,15009,47.12472185,175,82.09260428,601,176.42,0.2671166639269924,0.4653248173676454,0.0,left_only
665,15010,32.02255598,35,27.195350109999996,232,75.66,0.4232428757599789,0.3594415822098863,3.0,both
666,15011,11.244722110000001,46,39.42317427,461,87.61,0.12834975584978886,0.4499848678233078,0.0,left_only
667,15012,4.4869669100000005,25,12.700139030000003,124,8.54,0.525405961358314,1.4871357177985953,0.0,left_only
668,15013,26.26994309,101,130.96783204,1228,92.85,0.2829288431879376,1.4105313089929994,0.0,left_only
669,15014,167.0711214,378,113.15058474999998,1008,258.14,0.6472112861238088,0.43833030429224445,21.0,both
670,15015,26.23785361,30,34.27188213,254,167.7,0.15645708771615982,0.2043642345259392,0.0,left_only
671,15016,108.88096153000001,195,128.58377124,829,286.51,0.38002499574185894,0.4487933099717288,167.0,both
672,15017,16.650762200000003,63,35.446059399999996,241,50.67,0.3286118452733373,0.6995472547858692,0.0,left_only
673,15018,50.68633362,206,77.79074273,618,102.95,0.49233932608062164,0.7556167336571151,0.0,left_only
674,15019,9.75865116,57,17.667478900000003,222,21.58,0.4522081167747915,0.8186968906394811,0.0,left_only
675,15020,0.99134506,2,60.62158704,694,35.03,0.028299887524978588,1.7305620051384527,0.0,left_only
676,15021,115.94462462,116,133.38287263,383,289.24,0.4008595789655649,0.4611494697483059,0.0,left_only
677,15022,21.058939719999998,91,12.003854020000002,181,14.78,1.4248267740189444,0.8121687428958053,0.0,left_only
678,15023,24.28569065,26,27.92982467,245,39.92,0.6083589842184368,0.6996449065631262,16.0,both
679,15024,18.48721941,43,78.57560677,874,40.86,0.4524527511013216,1.9230447080274105,34.0,both
680,15025,55.48953518,192,159.37919372,1650,225.2,0.24640113312611012,0.707722885079929,0.0,left_only
681,15026,54.761303010000006,70,101.43010798,296,292.22,0.18739751902676066,0.3471018683868318,0.0,left_only
682,15027,6.1045849500000005,20,10.35044098,118,11.57,0.5276218625756266,0.8945929974070873,0.0,left_only
683,15028,7.7489490299999995,24,26.80114622,243,20.06,0.3862885857427717,1.3360491635094716,10.0,both
684,15029,13.80787443,17,55.60226995,709,41.29,0.33441207144587065,1.3466279958827803,0.0,left_only
685,15030,2.30120377,4,10.64230477,144,6.84,0.33643329970760233,1.5558925102339183,0.0,left_only
686,15031,9.67004517,9,53.226414430000005,1125,54.41,0.17772551314096674,0.9782469110457638,0.0,left_only
687,15032,70.91268328,116,72.7892419,325,191.61,0.37008863462241004,0.3798822707583111,0.0,left_only
688,15033,86.24166618,387,191.39670761,2386,156.19,0.5521586924899161,1.2254094859466034,15.0,both
689,15034,12.24147443,15,12.321566959999998,83,53.17,0.23023273330825653,0.23173908143690047,0.0,left_only
690,15035,65.61200779,153,78.26682746,953,119.76,0.547862456496326,0.6535306234134937,36.0,both
691,15036,65.51482079,81,85.28154973999999,542,234.52,0.27935707312809144,0.36364297177213023,0.0,left_only
692,15037,127.37172100999999,288,87.24584553999999,865,140.88,0.9041149986513344,0.6192919189381033,0.0,left_only
693,15038,47.433929559999996,72,29.004620029999998,131,79.73,0.5949320150507964,0.36378552652702867,0.0,left_only
694,15039,114.34908685,181,136.59845821000002,1536,324.03,0.35289660478968,0.421561146221029,0.0,left_only
695,15040,77.62681349,131,91.76302494999999,476,115.12,0.6743121394197359,0.7971075829569144,0.0,left_only
696,15041,38.1861441,25,37.17014054,104,99.33,0.3844371700392631,0.37420860304037046,0.0,left_only
697,15042,148.91837429,319,207.88668984,1052,335.52,0.44384350944802103,0.6195955228898427,44.0,both
698,15043,45.699665800000005,109,38.81896127,351,108.22,0.4222848438366291,0.3587041329698762,0.0,left_only
699,15044,3.07549444,10,6.94829306,97,4.69,0.6557557441364605,1.4815123795309169,4.0,both
700,15045,252.03244940000002,509,267.42584951,1040,568.38,0.443422445195116,0.4705053828600584,27.0,both
701,15046,40.34528321,67,20.281997839999995,114,116.45,0.346460139201374,0.1741691527694289,0.0,left_only
702,15047,116.59526541000001,237,170.52661129999998,533,275.34,0.4234592337110482,0.6193310499745769,0.0,left_only
703,15048,179.30986251000002,455,75.28146878,738,277.71,0.6456730492600196,0.2710794309891614,8.0,both
704,15049,15.09728839,45,13.57964581,151,46.06,0.3277743897090751,0.2948251369952236,0.0,left_only
705,15050,42.96039804,61,22.771170880000007,249,132.49,0.3242538911615971,0.17187086481998645,0.0,left_only
706,15051,170.69509525,381,166.08404956999996,1502,230.81,0.7395480925869763,0.7195704240284215,0.0,left_only
