CVEGEO,CARR-KM,LINCARR,RED-KM,LINRED,AREAKM ,DENSCARR,DENSRED,Num_thefts,_merge
14073,168.7277788,224,277.6609725,966,847.67,0.199048897,0.327557862,1,both
14074,6.52414914,18,121.1691494,318,261.94,0.024907036,0.462583605,0,left_only
14075,10.34674762,20,29.60223825,48,305.51,0.033867132,0.096894499,0,left_only
14076,8.12576641,10,190.6143512,94,690.06,0.011775449,0.276228663,0,left_only
14077,62.48013744,92,48.58116108,249,342.93,0.182195018,0.141664949,0,left_only
14078,88.69111277,79,178.4167021,494,786.98,0.112698052,0.226710593,0,left_only
14079,62.43799002,60,8.32245887,135,353.45,0.176652964,0.023546354,0,left_only
14080,43.52113505,29,77.0731775,123,1116.73,0.03897194,0.069016842,0,left_only
14081,39.29935607,28,71.06508539,104,260.82,0.15067616,0.27246793,0,left_only
14082,47.77783165,40,20.82430323,186,215.97,0.221224391,0.096422203,0,left_only
14083,82.57011384,170,48.61635679,386,451.8,0.182758109,0.107605925,102,both
14084,55.92583087,63,72.98855231,147,1996.35,0.028014041,0.036561,0,left_only
14085,87.97843291,91,48.80329217,288,1363.69,0.06451498,0.035787673,0,left_only
14086,73.22901839,75,37.64889331,177,619.4,0.118225732,0.060782844,0,left_only
14087,86.87632374,44,81.56046975,114,1301,0.066776575,0.062690599,0,left_only
14088,66.54932458,68,56.88497615,216,765.14,0.086976664,0.07434584,0,left_only
14089,13.91154735,30,8.66062782,60,79.24,0.175562183,0.109296161,0,left_only
14090,33.23071909,52,4.58585239,84,281.54,0.118031964,0.016288458,0,left_only
14091,83.8477905,83,274.028052,512,933.54,0.08981703,0.293536487,0,left_only
14092,39.6908641,56,27.8653455,149,334.43,0.118682128,0.083321907,0,left_only
14093,240.0048244,345,353.1086761,1257,1400.12,0.171417325,0.252198866,0,left_only
14094,86.96147742,101,148.0905664,303,1692.99,0.051365618,0.087472795,0,left_only
14095,26.919349,32,13.09710649,86,219.1,0.1228633,0.059776844,0,left_only
14096,32.75876639,43,12.3978066,120,193.88,0.168964134,0.063945774,0,left_only
14097,180.6841961,502,170.5089644,1847,673.99,0.26808142,0.252984413,158,both
14098,7.64095007,16,156.8361614,627,116.77,0.0654359,1.343120334,0,left_only
14099,41.53066048,32,74.67331279,189,512.63,0.081014885,0.145667075,0,left_only
14100,152.5450084,217,178.7757174,512,3014.8,0.050598716,0.059299362,0,left_only
14101,76.71782802,202,126.6473236,772,157.96,0.48567883,0.801768318,3,both
14102,27.18136511,33,13.30707474,58,293.57,0.092589042,0.045328456,0,left_only
14103,47.50221583,105,15.39825179,198,145.87,0.325647603,0.105561471,0,left_only
14104,59.45059383,44,123.4381904,181,587.03,0.101273519,0.210275779,0,left_only
14105,53.73043321,75,76.32330438,220,336.55,0.159650671,0.226781472,35,both
14106,46.14212899,33,5.82052518,60,429.97,0.107314764,0.01353705,0,left_only
14107,42.31552389,32,12.51647494,102,132.41,0.319579517,0.09452817,0,left_only
14108,100.4482314,119,35.46177558,310,725.45,0.138463342,0.048882453,0,left_only
14109,90.13899647,49,207.9186701,473,728.83,0.123676298,0.285277321,5,both
14110,70.5114385,100,35.10704013,194,443.03,0.159157255,0.079243031,0,left_only
14111,67.42775297,63,72.34368172,164,352.26,0.191414731,0.205370129,0,left_only
14112,27.8187171,23,6.30662557,106,195.23,0.14249202,0.032303568,0,left_only
14113,106.1572336,63,38.84013312,207,746.12,0.142279035,0.052056148,0,left_only
14114,65.86299735,105,17.24844822,205,318.18,0.206999175,0.054209718,0,left_only
14115,20.69778764,6,185.9143146,120,673.3,0.03074081,0.276124038,0,left_only
14116,34.07843523,45,108.1216485,389,452.94,0.075238299,0.238710753,0,left_only
14117,14.25719228,14,98.701815,154,271.83,0.052448929,0.363101258,0,left_only
14118,100.425761,82,30.42933535,264,563.33,0.178271637,0.054016891,0,left_only
14119,114.144324,158,38.018639,283,479.09,0.238252362,0.079355944,0,left_only
14120,152.9852217,259,320.2340476,1886,1156.09,0.132329855,0.276997507,20,both
14121,62.76383939,114,17.34977372,265,252.26,0.24880615,0.068777348,0,left_only
14122,34.86960633,25,9.53730528,53,305.77,0.114038677,0.031191109,0,left_only
14123,111.5405153,118,53.75005889,256,400.02,0.278837346,0.134368429,0,left_only
14124,211.0604387,331,243.6846236,784,718.77,0.293641135,0.339030042,81,both
14125,53.08850392,96,76.32670873,299,227.82,0.233028285,0.335030764,0,left_only
15001,231.8416395,312,135.8563353,621,475.57,0.487502659,0.285670533,50,both
15002,43.26002288,134,128.418926,1256,86.9,0.497813842,1.477778205,92,both
15003,206.9297006,199,87.8249201,388,453.31,0.45648607,0.193741413,55,both
15004,40.63869364,45,81.57382183,250,170.96,0.237708784,0.477151508,0,left_only
15005,236.6052165,424,303.9493038,1529,479.6,0.49333865,0.633755846,12,both
15006,2.66539453,10,11.63532843,111,9.16,0.290981936,1.270232361,0,left_only
15007,60.12032894,66,65.47763353,207,222.27,0.270483326,0.294586015,0,left_only
15008,107.8587283,129,435.4941853,623,636.27,0.169517231,0.684448717,0,left_only
15009,47.12472185,175,82.09260428,601,176.42,0.267116664,0.465324817,0,left_only
15010,32.02255598,35,27.19535011,232,75.66,0.423242876,0.359441582,3,both
15011,11.24472211,46,39.42317427,461,87.61,0.128349756,0.449984868,0,left_only
15012,4.48696691,25,12.70013903,124,8.54,0.525405961,1.487135718,0,left_only
15013,26.26994309,101,130.967832,1228,92.85,0.282928843,1.410531309,0,left_only
15014,167.0711214,378,113.1505848,1008,258.14,0.647211286,0.438330304,21,both
15015,26.23785361,30,34.27188213,254,167.7,0.156457088,0.204364235,0,left_only
15016,108.8809615,195,128.5837712,829,286.51,0.380024996,0.44879331,167,both
15017,16.6507622,63,35.4460594,241,50.67,0.328611845,0.699547255,0,left_only
15018,50.68633362,206,77.79074273,618,102.95,0.492339326,0.755616734,0,left_only
15019,9.75865116,57,17.6674789,222,21.58,0.452208117,0.818696891,0,left_only
15020,0.99134506,2,60.62158704,694,35.03,0.028299888,1.730562005,0,left_only
15021,115.9446246,116,133.3828726,383,289.24,0.400859579,0.46114947,0,left_only
15022,21.05893972,91,12.00385402,181,14.78,1.424826774,0.812168743,0,left_only
15023,24.28569065,26,27.92982467,245,39.92,0.608358984,0.699644907,16,both
15024,18.48721941,43,78.57560677,874,40.86,0.452452751,1.923044708,34,both
15025,55.48953518,192,159.3791937,1650,225.2,0.246401133,0.707722885,0,left_only
15026,54.76130301,70,101.430108,296,292.22,0.187397519,0.347101868,0,left_only
15027,6.10458495,20,10.35044098,118,11.57,0.527621863,0.894592997,0,left_only
15028,7.74894903,24,26.80114622,243,20.06,0.386288586,1.336049164,10,both
15029,13.80787443,17,55.60226995,709,41.29,0.334412071,1.346627996,0,left_only
15030,2.30120377,4,10.64230477,144,6.84,0.3364333,1.55589251,0,left_only
15031,9.67004517,9,53.22641443,1125,54.41,0.177725513,0.978246911,0,left_only
15032,70.91268328,116,72.7892419,325,191.61,0.370088635,0.379882271,0,left_only
15033,86.24166618,387,191.3967076,2386,156.19,0.552158692,1.225409486,15,both
15034,12.24147443,15,12.32156696,83,53.17,0.230232733,0.231739081,0,left_only
15035,65.61200779,153,78.26682746,953,119.76,0.547862456,0.653530623,36,both
15036,65.51482079,81,85.28154974,542,234.52,0.279357073,0.363642972,0,left_only
15037,127.371721,288,87.24584554,865,140.88,0.904114999,0.619291919,0,left_only
15038,47.43392956,72,29.00462003,131,79.73,0.594932015,0.363785527,0,left_only
15039,114.3490869,181,136.5984582,1536,324.03,0.352896605,0.421561146,0,left_only
15040,77.62681349,131,91.76302495,476,115.12,0.674312139,0.797107583,0,left_only
15041,38.1861441,25,37.17014054,104,99.33,0.38443717,0.374208603,0,left_only
15042,148.9183743,319,207.8866898,1052,335.52,0.443843509,0.619595523,44,both
15043,45.6996658,109,38.81896127,351,108.22,0.422284844,0.358704133,0,left_only
15044,3.07549444,10,6.94829306,97,4.69,0.655755744,1.48151238,4,both
15045,252.0324494,509,267.4258495,1040,568.38,0.443422445,0.470505383,27,both
15046,40.34528321,67,20.28199784,114,116.45,0.346460139,0.174169153,0,left_only
15047,116.5952654,237,170.5266113,533,275.34,0.423459234,0.61933105,0,left_only
15048,179.3098625,455,75.28146878,738,277.71,0.645673049,0.271079431,8,both
15049,15.09728839,45,13.57964581,151,46.06,0.32777439,0.294825137,0,left_only
15050,42.96039804,61,22.77117088,249,132.49,0.324253891,0.171870865,0,left_only
15051,170.6950953,381,166.0840496,1502,230.81,0.739548093,0.719570424,0,left_only
15052,62.7416443,87,67.43215443,262,209.95,0.298840887,0.321181969,0,left_only
15053,1.25873198,12,23.41782673,260,14.02,0.089781168,1.670315744,23,both
15054,12.9501464,60,164.5210072,1806,67.54,0.191740397,2.435904756,0,left_only
15055,11.55957223,46,16.9022587,199,11.72,0.986311624,1.442172244,0,left_only
15056,79.65401354,177,94.44233083,392,235.76,0.337860594,0.400586744,0,left_only
15057,81.60199534,184,223.0971497,1337,157.93,0.516697241,1.412633127,0,left_only
15058,7.37729645,24,118.7848684,1309,63.27,0.116600228,1.877427982,0,left_only
15059,34.42640219,76,50.4166218,418,54.7,0.629367499,0.921693269,22,both
15060,45.20852012,99,217.1410772,1457,232.53,0.194420161,0.933819624,0,left_only
15061,67.61804351,122,25.16003223,339,82.62,0.818422216,0.304527139,3,both
15062,99.56979767,260,54.34393685,724,138.7,0.717878858,0.391809206,0,left_only
15063,113.593164,201,42.33334829,373,385.86,0.294389582,0.109711679,0,left_only
15064,86.29890507,146,62.15676156,386,147.12,0.586588534,0.422490223,0,left_only
15065,36.98764368,101,136.2311236,664,141.91,0.260641559,0.95998255,147,both
15066,45.6428182,22,29.85250593,96,157.04,0.290644538,0.190094918,0,left_only
15067,53.76170438,121,78.48596156,593,114.53,0.469411546,0.685287362,0,left_only
15068,38.93279582,60,19.46564041,195,47.38,0.821713715,0.41084087,1,both
15069,0.00000246,1,7.89127817,52,3.16,7.78481E-07,2.497239927,4,both
15070,4.57443668,41,76.57298181,1109,37.47,0.122082644,2.043581046,0,left_only
15071,123.8192832,198,50.24843915,351,126.69,0.977340621,0.396625141,31,both
15072,13.32783701,71,8.00288384,119,22.99,0.579723228,0.34810282,0,left_only
15073,18.32567283,66,11.60252125,224,25.3,0.724334894,0.458597678,0,left_only
15074,131.8359406,233,258.2356536,946,368.68,0.357589076,0.700433041,0,left_only
15075,44.49860952,111,53.56097736,470,69.94,0.63623977,0.765813231,2,both
15076,1.78516315,9,51.72800296,477,20.98,0.085088806,2.465586414,0,left_only
15077,28.6876039,31,71.29120777,160,130.77,0.219374504,0.545164853,0,left_only
15078,23.19231491,31,54.1991415,132,104.04,0.222917291,0.520945228,0,left_only
15079,96.97009839,150,42.99645752,288,146.59,0.661505549,0.293310987,20,both
15080,153.7312441,114,208.2885544,422,566.15,0.271538009,0.367903479,0,left_only
15081,93.54648325,501,146.6150171,1786,156.87,0.59633125,0.934627507,7,both
15082,129.7484176,131,360.6262434,707,668.41,0.194115016,0.539528498,0,left_only
15083,10.84193036,38,19.56773713,171,29.24,0.370791052,0.669211256,0,left_only
15084,57.00710875,126,111.4416404,745,164.61,0.346316194,0.677004073,2,both
15085,155.4483637,244,108.7249766,582,356.24,0.436358533,0.305201484,0,left_only
15086,174.904472,137,163.6671603,427,568.31,0.307762439,0.287989232,0,left_only
15087,122.211222,277,149.6313155,978,186.34,0.655850714,0.803001586,0,left_only
15088,62.30686092,129,94.99096237,518,164.64,0.378443033,0.576961628,0,left_only
15089,7.22217403,17,17.93218799,144,37.96,0.190257482,0.472396944,0,left_only
15090,93.41589028,311,88.75185017,906,211.06,0.442603479,0.420505307,0,left_only
15091,16.6250833,39,33.4503365,362,31.05,0.535429414,1.077305523,31,both
15092,58.90468246,206,85.91189538,850,83.2,0.707988972,1.032594896,31,both
15093,42.822587,69,104.5006761,461,178.91,0.239352675,0.58409634,32,both
15094,32.35022331,60,24.5637725,202,43.12,0.75023709,0.569660772,0,left_only
15095,65.38315216,158,132.6324255,1017,207.12,0.315677637,0.640365129,0,left_only
15096,23.00856933,29,42.14781579,237,122.47,0.187871065,0.344148084,0,left_only
15097,41.32486183,60,79.39421371,222,145.46,0.284097771,0.545814751,0,left_only
15098,4.55379011,9,6.47473421,75,24.73,0.18414032,0.261816992,0,left_only
15099,116.0618283,239,339.0424223,2643,428.11,0.27110282,0.791951653,0,left_only
15100,12.77827941,58,35.4889282,421,16.3,0.783943522,2.177234859,60,both
15101,60.20307359,225,77.39101357,777,131.78,0.4568453,0.587274348,0,left_only
15102,52.40922258,91,37.1615995,162,166.74,0.314317036,0.222871534,0,left_only
15103,25.76146056,85,34.07184664,382,160.17,0.160838238,0.212723023,0,left_only
15104,25.96226253,76,224.3613025,1387,80.35,0.323114655,2.792299968,12,both
15105,155.2975837,114,296.5643098,515,788.59,0.196930704,0.376069072,0,left_only
15106,147.7123201,471,737.5124528,7634,426.81,0.346084487,1.727964323,19,both
15107,30.21842101,34,33.60796152,177,90.15,0.335201564,0.372800461,0,left_only
15108,26.99241294,87,34.67941155,352,26.77,1.008308291,1.295458033,1,both
15109,16.62497255,48,107.9988994,1283,66.04,0.251740953,1.635355836,12,both
15110,116.3646498,153,174.0395323,685,400.84,0.29030199,0.434187038,0,left_only
15111,160.4021417,238,120.4824893,554,309.55,0.518178458,0.389218185,0,left_only
15112,116.0861141,178,212.2494881,687,303.31,0.382730916,0.699777416,0,left_only
15113,101.7757152,181,90.07722871,432,226.1,0.450135848,0.398395527,0,left_only
15114,184.0290343,303,196.8578145,696,424.8,0.433213358,0.463412934,0,left_only
15115,31.5201557,111,50.40163966,374,53.51,0.589051686,0.941910665,0,left_only
15116,16.52764897,12,7.64697842,47,66.69,0.247827995,0.114664544,0,left_only
15117,81.18738956,60,192.7628884,368,292.12,0.27792479,0.659875696,0,left_only
15118,98.97684736,341,207.0036722,1452,310.35,0.318920082,0.667000716,0,left_only
15119,46.72959653,38,45.27995129,145,202.35,0.230934502,0.223770454,0,left_only
15120,92.52622452,218,194.4603551,1574,223.64,0.413728423,0.869524035,2,both
15121,45.14356868,194,198.731786,1968,110.08,0.410097826,1.805339625,6,both
15122,25.45450305,219,55.02983197,839,46.66,0.54553157,1.179379168,0,left_only
15123,63.53168907,58,290.0902639,357,702.92,0.090382532,0.412693143,0,left_only
15124,117.957884,194,342.3004061,720,478.51,0.246510802,0.715346401,0,left_only
15125,0.61524788,3,8.05106173,78,9.04,0.068058394,0.890604174,3,both
16001,47.14453249,64,37.27084345,276,176.32,0.267380515,0.211381825,0,left_only
16002,64.54859187,67,387.9162725,639,1396.87,0.046209448,0.277703918,0,left_only
16003,106.8566935,215,17.28252059,377,159.52,0.669863926,0.108340776,0,left_only
16004,68.32755611,136,22.48566761,254,240.29,0.284354555,0.093577209,0,left_only
16005,20.36887753,22,26.56896954,153,76.84,0.265081696,0.345770036,0,left_only
16006,128.7201629,243,332.4861849,1417,1640.27,0.078474985,0.202702107,0,left_only
16007,11.19066751,21,5.27260104,52,58.42,0.191555418,0.090253356,0,left_only
16008,253.1345996,318,354.7984063,874,2264.23,0.111797211,0.156697158,0,left_only
16009,137.1199371,168,104.3838576,661,695.18,0.197243789,0.150153712,0,left_only
16010,235.7329675,145,67.93346823,401,3434.36,0.068639562,0.019780532,0,left_only
16011,33.9259626,55,12.36330706,165,67.7,0.501122047,0.182619011,0,left_only
16012,114.8470175,156,65.55383276,649,922.36,0.124514308,0.071071851,0,left_only
16013,68.10989732,36,52.57726843,163,918.04,0.074190555,0.057271217,0,left_only
16014,62.2211542,110,35.34093312,316,365.96,0.170021735,0.096570481,0,left_only
16015,95.57610246,114,507.6828695,721,2826.34,0.033816208,0.179625547,0,left_only
16016,134.5636242,182,13.84541763,316,393.68,0.341809653,0.035169218,0,left_only
16017,175.6282058,254,71.11183196,506,378.87,0.463557964,0.187694544,0,left_only
16018,96.63098709,177,13.16013403,281,173.28,0.557658051,0.075947219,40,both
16019,73.84886511,61,34.9383106,210,505.02,0.146229585,0.069182034,0,left_only
16020,61.08855434,101,27.39746734,334,254.4,0.240127965,0.107694447,88,both
16021,54.48266189,69,11.14198692,197,233.76,0.233070936,0.047664215,0,left_only
16022,91.93649165,122,17.22054745,297,323.04,0.284597857,0.053307787,0,left_only
16023,38.44610443,48,7.92900223,117,152.07,0.252818468,0.052140476,0,left_only
16024,24.57727939,43,21.31048313,205,222.36,0.110529229,0.095837755,0,left_only
16025,49.62542655,141,19.39700243,288,304.63,0.162903938,0.063673973,0,left_only
16026,114.9190745,86,127.0959227,294,1022.07,0.112437577,0.124351485,0,left_only
16027,80.12267664,63,17.13639243,121,192.3,0.416654585,0.089112805,0,left_only
16028,107.3312384,197,8.92892149,271,229.42,0.467837322,0.038919543,0,left_only
16029,82.16149543,67,79.76525107,187,1109.05,0.074082769,0.071922142,0,left_only
16030,98.08658765,169,17.2982255,325,304.16,0.322483521,0.056872125,3,both
16031,108.0631076,159,95.12960177,316,423.61,0.255100464,0.224568829,0,left_only
16032,50.17417185,89,9.66417927,180,243.98,0.205648708,0.039610539,0,left_only
16033,80.13138673,136,56.73776383,296,367.31,0.218157379,0.154468334,0,left_only
16034,210.5481875,435,150.2536207,1171,1143.4,0.184142197,0.131409499,0,left_only
16035,239.4477245,193,109.3306736,528,1952.02,0.122666635,0.056008993,0,left_only
16036,29.78107439,66,16.21943668,211,96.21,0.309542401,0.168583689,0,left_only
16037,105.6548413,130,13.26857622,231,200.54,0.526851707,0.066164238,0,left_only
16038,189.7774297,203,104.9583364,746,2057.29,0.092246319,0.051017764,0,left_only
16039,34.3636617,79,18.44724212,183,79.11,0.434378229,0.233184706,0,left_only
16040,54.23077146,80,20.96098869,219,176.46,0.307326145,0.118786063,0,left_only
16041,34.28533173,72,25.83014278,204,126.65,0.270709291,0.203949015,0,left_only
16042,41.93210466,140,6.53685466,207,123.91,0.338407753,0.05275486,0,left_only
16043,29.74703595,73,27.36252486,285,118.7,0.250606874,0.230518322,0,left_only
16044,86.45068792,130,10.76283972,236,194.49,0.444499398,0.055338782,0,left_only
16045,45.35364597,64,61.15041317,421,243.23,0.18646403,0.251409831,0,left_only
16046,49.51373154,63,7.35697277,111,140.99,0.351186123,0.052180813,0,left_only
16047,55.07850941,78,25.85880874,156,265.49,0.207459827,0.097400312,0,left_only
16048,37.6333612,94,11.84755786,161,72.67,0.517866536,0.163032309,0,left_only
16049,74.26484468,83,30.15520199,226,1019.65,0.072833663,0.029574071,0,left_only
16050,263.5222429,448,216.3022815,1229,697.7,0.377701366,0.310021903,0,left_only
16051,41.79034062,57,4.09897793,104,233.04,0.179326899,0.01758916,0,left_only
16052,166.9645907,344,151.4142189,1455,1150.27,0.145152521,0.131633633,0,left_only
16053,427.1478183,838,542.0218918,5542,1192.43,0.358216263,0.454552378,7,both
16054,68.59994771,162,9.01059087,229,183.39,0.374065913,0.049133491,0,left_only
16055,89.787572,152,40.84759095,419,377.57,0.237803777,0.108185478,0,left_only
16056,61.69348814,74,19.32867612,270,304.15,0.202839021,0.063549815,0,left_only
16057,31.17599398,18,20.23960221,130,545.52,0.057149131,0.037101485,0,left_only
16058,25.20385507,32,20.22329933,157,234.99,0.107255011,0.086060255,0,left_only
16059,54.13242619,85,43.04249247,180,330.4,0.163839062,0.130273888,0,left_only
16060,44.36141541,111,11.01205211,250,76.91,0.576796456,0.143181018,0,left_only
16061,44.23636038,63,21.39020826,152,142.26,0.310954312,0.150359962,0,left_only
16062,51.41353359,71,14.51178007,202,170.37,0.301775744,0.085178025,0,left_only
16063,127.121033,215,16.47442935,356,289.25,0.439484989,0.056955676,0,left_only
16064,90.12475177,122,105.3323935,441,503.37,0.179042755,0.209254412,0,left_only
16065,64.81076808,79,15.42809235,299,244.17,0.265432969,0.063185864,0,left_only
16066,162.2031057,366,87.55775648,1002,438.54,0.36987072,0.199657401,0,left_only
16067,120.2169001,196,25.19437396,319,371.25,0.323816566,0.067863634,0,left_only
16068,73.32993913,111,26.94351747,295,331.81,0.220999786,0.081201644,0,left_only
16069,133.910974,439,82.14311251,1127,284.74,0.470292105,0.288484626,2,both
16070,34.44643521,47,19.79471627,320,192.67,0.178784633,0.102738964,0,left_only
16071,184.4669467,425,48.2969152,886,718.94,0.256581838,0.06717795,0,left_only
16072,68.02557586,67,16.90922402,149,234.86,0.289643089,0.071997037,0,left_only
16073,49.91180379,128,35.20588601,389,213.35,0.233943303,0.165014699,0,left_only
16074,47.15601427,62,7.81079986,140,131.1,0.359694998,0.059578946,0,left_only
16075,118.9432305,164,35.88886454,519,480.92,0.247324359,0.074625436,0,left_only
16076,30.3962851,61,34.45888068,473,128.11,0.237267076,0.268978852,0,left_only
16077,63.51609479,78,109.760214,379,467.91,0.135744256,0.234575483,0,left_only
16078,35.61343353,62,28.987808,188,104.09,0.342140778,0.278487924,0,left_only
16079,164.4446204,215,81.05439486,559,487.86,0.337073383,0.166142735,0,left_only
16080,60.09978138,64,36.15713281,201,250.3,0.240110992,0.144455185,0,left_only
16081,66.14326959,59,13.74905743,111,267.96,0.246840087,0.051310111,0,left_only
16082,203.4973647,328,156.9836419,1139,786.82,0.258632679,0.199516588,0,left_only
16083,146.5025597,162,77.65830785,338,714.25,0.205113839,0.108727067,0,left_only
16084,68.06535305,116,20.39576547,310,316.06,0.215355797,0.064531309,0,left_only
16085,94.97648887,201,29.59882165,396,385.15,0.246596102,0.076850115,0,left_only
16086,73.69730987,111,21.72680089,256,228.08,0.32312044,0.095259562,0,left_only
16087,49.53013822,95,31.74768424,286,185.1,0.267585836,0.171516392,0,left_only
16088,153.1893195,494,63.43829653,1274,255.69,0.599121278,0.248106287,52,both
16089,46.29975464,82,122.041019,593,798.12,0.058011019,0.152910614,0,left_only
16090,40.01503782,75,11.53847225,184,189.76,0.210871827,0.060805608,0,left_only
16091,50.06824046,76,11.06893984,183,172.76,0.289813848,0.064071196,0,left_only
16092,100.942116,112,50.74741361,194,1493.03,0.0676089,0.033989547,0,left_only
16093,68.31429526,107,120.5184928,368,197.2,0.346421376,0.611148544,0,left_only
16094,45.68312578,86,16.95728945,178,203.76,0.224200657,0.083221876,0,left_only
16095,54.14934135,128,10.88008037,251,506.04,0.10700605,0.021500435,0,left_only
16096,105.2089732,56,325.4742629,424,2062.6,0.051007938,0.157798052,0,left_only
16097,78.08253616,127,221.9135406,634,1546.09,0.050503228,0.143532098,0,left_only
16098,33.09666954,49,50.45094192,223,243.42,0.135965284,0.20725882,0,left_only
16099,111.4108672,96,6.04952905,146,1018.08,0.109432331,0.005942096,0,left_only
16100,73.90136294,139,22.11845158,315,184.39,0.400788345,0.119954724,0,left_only
16101,90.69108649,97,25.55766293,174,941.31,0.09634561,0.027151165,0,left_only
16102,162.2996728,291,172.3164196,1573,1012.92,0.160229508,0.170118489,1,both
16103,79.17174411,111,16.89004466,306,227.63,0.347808918,0.074199555,0,left_only
16104,68.26217421,119,30.48348418,258,350.17,0.194940098,0.087053386,0,left_only
16105,49.28284144,89,16.52973843,263,147.6,0.33389459,0.111990098,0,left_only
16106,72.34557918,135,24.8901177,349,174.39,0.414849356,0.142726749,0,left_only
16107,81.10097199,192,45.19568714,600,454.68,0.178369341,0.099401089,0,left_only
16108,98.12701495,283,81.49251777,1115,335.04,0.292881492,0.243232204,0,left_only
16109,37.47197767,78,2.23242067,108,113.18,0.331083033,0.019724516,0,left_only
16110,258.6961044,406,97.3621708,1013,596.43,0.433740933,0.163241572,0,left_only
16111,64.61361916,122,25.5776264,295,159.97,0.403910853,0.159890144,0,left_only
16112,198.6868319,280,141.387124,1070,512.59,0.387613554,0.275828877,0,left_only
16113,78.10041981,216,17.7493679,405,219.68,0.355519027,0.080796467,0,left_only
17001,48.49535393,154,43.20395902,381,117.24,0.413641709,0.368508692,0,left_only
17002,43.52546078,102,49.93732889,358,79.37,0.548386806,0.629171335,0,left_only
17003,66.84013397,93,19.25349696,282,141.51,0.472335057,0.136057501,0,left_only
17004,142.0299516,289,98.22620135,789,368.34,0.3855947,0.266672643,0,left_only
17005,32.26571874,69,13.52143656,129,83.4,0.386879122,0.162127537,0,left_only
17006,54.40734041,270,104.1721488,1181,121.88,0.446400889,0.854710772,0,left_only
17007,86.23396195,454,221.1402184,2516,199.72,0.431774294,1.107251243,11,both
17008,25.61179297,108,58.29565381,676,68.26,0.37520939,0.854023642,0,left_only
17009,73.54372918,150,68.78915078,482,189.11,0.38889392,0.363752053,122,both
17010,58.03527929,150,20.82867181,281,102.27,0.567471197,0.203663555,0,left_only
17011,14.85956189,86,86.33258887,917,55.93,0.265681421,1.543582851,0,left_only
17012,91.0169672,179,104.0823118,916,149.04,0.610688186,0.698351529,0,left_only
17013,30.55044535,49,13.49056545,167,90.33,0.338209292,0.149347564,0,left_only
17014,31.17235079,41,20.41655272,162,57.91,0.538289601,0.3525566,0,left_only
17015,59.15840007,105,53.22188775,370,215.45,0.274580645,0.247026631,0,left_only
17016,42.51308203,84,27.58015692,193,86.55,0.491196788,0.318661547,0,left_only
17017,124.8881262,341,129.0682659,981,297.56,0.419707374,0.43375543,0,left_only
17018,37.06992197,150,83.61302776,895,102.76,0.360742721,0.813672905,0,left_only
17019,66.41763879,99,55.30632548,381,368.64,0.180169376,0.15002801,0,left_only
17020,78.09217382,174,74.43502926,447,242.39,0.322175724,0.307087872,0,left_only
17021,21.42265089,30,21.54346054,184,67.68,0.31652853,0.318313542,0,left_only
17022,30.75742448,44,22.43878022,212,98.47,0.31235325,0.227874279,0,left_only
17023,18.68452675,32,4.74454781,55,107.86,0.173229434,0.04398802,0,left_only
17024,98.82198463,208,64.03990676,521,238.46,0.414417448,0.26855618,0,left_only
17025,123.4541605,99,75.26934439,332,543.94,0.226962828,0.138378028,0,left_only
17026,21.66516726,57,15.59096763,162,57.2,0.378761665,0.272569364,0,left_only
17027,21.01543705,53,18.4532096,146,59.98,0.350374076,0.307656045,0,left_only
17028,80.02276882,355,66.11170416,1099,93.23,0.858337111,0.70912479,0,left_only
17029,94.14117795,325,77.43045499,956,179.6,0.524171369,0.431127255,0,left_only
17030,76.94041898,183,60.96820765,454,173.21,0.4442031,0.351990114,0,left_only
17031,23.79353944,160,14.45836567,314,30.75,0.77377364,0.470190753,0,left_only
17032,19.28100434,50,9.37704377,132,53.76,0.358649634,0.174424177,0,left_only
17033,14.92990218,47,9.55007403,133,37.09,0.402531738,0.257483797,0,left_only
18001,107.539602,172,159.9837682,474,1427.25,0.075347418,0.112092323,0,left_only
18002,76.36990771,60,56.7178401,168,504.8,0.151287456,0.112357052,0,left_only
18003,75.55072678,76,51.0412644,234,518.34,0.145755154,0.098470626,0,left_only
18004,158.9635454,211,156.3802891,883,1880.62,0.084527201,0.083153582,0,left_only
18005,9.08020761,10,296.8722092,259,2237.42,0.004058338,0.132685061,0,left_only
18006,62.24239098,77,66.78129333,274,493.01,0.126249754,0.135456265,0,left_only
18007,57.05450593,47,96.1232198,187,503.62,0.113288801,0.19086458,0,left_only
18008,40.43181489,49,115.6980778,314,503.75,0.080261667,0.229673603,0,left_only
18009,147.8711419,95,662.838018,768,5142.45,0.028754998,0.128895374,0,left_only
18010,188.005195,292,83.41084272,542,1840.64,0.102141209,0.045316218,0,left_only
18011,82.69369861,95,53.78043895,281,520.59,0.158846114,0.103306708,0,left_only
18012,159.3948103,170,86.26385881,563,1104.05,0.144372818,0.078134015,0,left_only
18013,49.87998575,40,47.58949079,133,515.68,0.096726625,0.092284926,0,left_only
18014,246.6369254,281,111.9448533,523,1091.4,0.225982156,0.102569959,0,left_only
18015,264.4836755,421,149.7452503,1079,1728.62,0.153002786,0.086627049,0,left_only
18016,104.92092,138,110.8512471,448,1044.78,0.100423936,0.106100085,0,left_only
18017,325.2949309,513,253.0133317,1810,1635.25,0.198926727,0.154724557,0,left_only
