CLAVE_ESTADO,ID,year,MES,MES_NUM,CLAVE_MUNICIPIO,MILITAR_MUERTO_NUM,MILITAR_HERIDO_NUM,AGRESOR_MUERTO_NUM,AGRESOR_HERIDO_NUM,AGRESOR_DETENIDO_NUM,enfren
1,100,2008,agosto,8,1007,1,0,1,2,0,1
1,574,2010,junio,6,1007,0,0,1,0,3,1
1,1767,2011,octubre,10,1004,0,0,0,1,4,1
1,977,2010,diciembre,12,1004,0,0,0,1,1,1
2,333,2009,noviembre,11,2004,0,1,0,0,0,1
2,4293,2018,abril,4,2003,0,0,0,0,0,1
2,160,2009,febrero,2,2004,0,0,1,0,0,1
2,133,2008,octubre,10,2004,0,0,0,0,1,1
2,4609,2019,junio,6,2001,0,0,1,0,0,1
2,30,2007,julio,7,2004,1,0,0,0,0,1
2,322,2009,noviembre,11,2004,0,1,1,0,9,1
2,271,2009,agosto,8,2004,0,0,0,0,0,1
2,267,2009,agosto,8,2004,0,0,1,0,0,1
2,3139,2013,agosto,8,2001,0,0,0,0,0,1
2,1491,2011,julio,7,2003,0,0,1,0,5,1
2,3000,2013,mayo,5,2001,1,0,0,0,0,1
2,4277,2018,marzo,3,2001,0,0,1,0,5,1
2,138,2008,diciembre,12,2004,0,2,0,0,4,1
2,1023,2011,enero,1,2005,0,0,1,0,12,1
2,865,2010,octubre,10,2004,0,0,1,0,2,1
2,121,2008,octubre,10,2004,1,0,4,0,1,1
2,1150,2011,marzo,3,2001,0,2,0,0,4,1
2,60,2008,marzo,3,2004,0,0,0,1,2,1
2,2902,2013,marzo,3,2001,0,0,0,0,0,1
2,62,2008,marzo,3,2004,0,0,0,0,0,1
3,1833,2011,octubre,10,3008,0,0,1,0,0,1
3,1289,2011,abril,4,3003,0,0,0,0,2,1
3,1835,2011,octubre,10,3008,0,0,0,0,1,1
4,472,2010,marzo,3,4003,0,0,0,0,6,1
5,1946,2011,diciembre,12,5030,1,1,8,0,0,1
5,2893,2013,febrero,2,5002,0,0,2,0,0,1
5,2514,2012,agosto,8,5030,0,0,0,0,0,1
5,2577,2012,septiembre,9,5028,0,0,2,0,0,1
5,2844,2013,enero,1,5030,0,0,1,0,0,1
5,2113,2012,febrero,2,5030,0,1,0,0,0,1
5,1799,2011,octubre,10,5025,0,0,0,0,0,1
5,2524,2012,agosto,8,5025,0,1,0,0,2,1
5,772,2010,septiembre,9,5035,0,0,0,0,4,1
5,1919,2011,diciembre,12,5025,0,0,0,0,0,1
5,320,2009,octubre,10,5035,0,0,0,1,2,1
5,2654,2012,octubre,10,5025,0,0,0,0,0,1
5,1198,2011,marzo,3,5025,0,3,0,0,0,1
5,1982,2011,diciembre,12,5030,0,0,0,0,0,1
5,2030,2012,enero,1,5002,0,0,0,0,0,1
5,894,2010,noviembre,11,5030,0,0,2,0,0,1
5,618,2010,junio,6,5035,0,0,0,0,0,1
5,1563,2011,julio,7,5035,0,0,2,0,0,1
5,2276,2012,abril,4,5030,0,0,0,0,3,1
5,2340,2012,mayo,5,5030,0,0,3,0,0,1
5,1763,2011,octubre,10,5002,0,0,0,0,0,1
5,870,2010,octubre,10,5035,0,1,0,0,0,1
5,1932,2011,diciembre,12,5011,0,0,1,0,4,1
5,2267,2012,abril,4,5020,0,0,0,0,46,1
5,1175,2011,marzo,3,5036,0,0,5,0,3,1
5,562,2010,mayo,5,5025,1,1,0,0,3,1
5,1192,2011,marzo,3,5030,0,0,2,0,2,1
5,2659,2012,octubre,10,5003,0,0,2,0,0,1
5,4640,2019,agosto,8,5015,0,1,0,0,0,1
5,2662,2012,octubre,10,5022,0,0,3,0,0,1
5,2213,2012,marzo,3,5030,0,0,1,0,0,1
5,1390,2011,mayo,5,5035,0,0,1,0,5,1
5,2684,2012,noviembre,11,5025,0,0,1,0,0,1
5,342,2009,diciembre,12,5035,0,4,0,0,0,1
5,2262,2012,abril,4,5025,0,1,1,0,1,1
5,2935,2013,marzo,3,5033,0,0,3,0,0,1
5,1651,2011,agosto,8,5033,0,0,0,0,0,1
5,1350,2011,mayo,5,5030,0,0,0,0,0,1
5,2565,2012,septiembre,9,5030,0,0,1,0,7,1
5,2437,2012,julio,7,5004,0,0,0,0,0,1
5,1942,2011,diciembre,12,5017,0,0,2,0,0,1
5,2954,2013,abril,4,5009,0,0,0,1,0,1
5,2038,2012,enero,1,5030,0,0,1,0,0,1
5,305,2009,octubre,10,5002,0,0,0,0,2,1
5,1532,2011,julio,7,5030,0,0,0,0,0,1
5,2856,2013,enero,1,5025,0,0,3,0,0,1
5,1862,2011,noviembre,11,5027,0,1,2,0,0,1
5,681,2010,julio,7,5035,0,0,0,0,2,1
5,1784,2011,octubre,10,5030,0,0,0,0,0,1
5,985,2011,enero,1,5030,0,0,0,1,3,1
5,1648,2011,agosto,8,5017,0,2,0,0,0,1
5,4659,2019,septiembre,9,5025,0,0,0,0,0,1
5,1979,2011,diciembre,12,5030,0,1,0,0,0,1
5,2071,2012,febrero,2,5002,0,0,0,0,0,1
5,1869,2011,noviembre,11,5012,0,0,0,0,0,1
5,2579,2012,septiembre,9,5017,0,0,0,0,9,1
5,2854,2013,enero,1,5025,0,0,2,0,0,1
5,136,2008,noviembre,11,5002,0,0,1,0,0,1
5,837,2010,octubre,10,5035,0,0,1,0,4,1
5,1521,2011,julio,7,5030,0,0,3,0,0,1
5,1918,2011,diciembre,12,5030,0,1,1,0,0,1
5,385,2010,febrero,2,5035,0,1,7,1,3,1
5,1190,2011,marzo,3,5031,0,0,0,0,0,1
5,2447,2012,julio,7,5004,0,0,4,0,7,1
5,3487,2014,agosto,8,5014,0,0,1,0,0,1
5,2383,2012,junio,6,5036,0,0,0,0,2,1
5,61,2008,marzo,3,5035,0,0,1,0,0,1
5,2944,2013,abril,4,5018,0,0,2,0,7,1
5,2310,2012,mayo,5,5030,0,0,1,1,3,1
5,1912,2011,diciembre,12,5030,0,1,0,0,0,1
5,1503,2011,julio,7,5035,0,0,1,0,0,1
5,2891,2013,febrero,2,5032,0,0,0,0,0,1
5,2482,2012,agosto,8,5018,0,0,1,0,0,1
5,182,2009,marzo,3,5035,0,1,0,0,0,1
5,2015,2012,enero,1,5033,0,0,3,0,0,1
5,275,2009,septiembre,9,5035,0,0,0,0,2,1
5,1204,2011,marzo,3,5027,0,0,2,0,0,1
5,2872,2013,febrero,2,5018,0,0,0,1,3,1
5,1735,2011,septiembre,9,5035,0,0,1,0,1,1
5,1800,2011,octubre,10,5025,0,1,0,0,0,1
5,1993,2012,enero,1,5025,0,0,0,2,3,1
5,1360,2011,mayo,5,5018,2,4,0,0,0,1
5,3019,2013,mayo,5,5004,0,0,1,0,0,1
5,2625,2012,octubre,10,5022,0,0,0,0,0,1
5,1994,2012,enero,1,5035,0,0,1,2,2,1
5,1798,2011,octubre,10,5025,0,0,0,0,0,1
5,1685,2011,agosto,8,5030,0,0,3,0,0,1
5,1740,2011,septiembre,9,5035,0,0,0,2,2,1
5,2840,2013,enero,1,5002,0,1,5,0,0,1
5,2998,2013,mayo,5,5032,0,0,0,0,0,1
5,2083,2012,febrero,2,5018,0,0,0,1,1,1
5,2154,2012,marzo,3,5030,0,0,0,0,0,1
5,186,2009,marzo,3,5009,0,3,4,4,4,1
5,2372,2012,junio,6,5009,0,4,1,0,0,1
5,2339,2012,mayo,5,5030,0,0,0,0,0,1
5,1773,2011,octubre,10,5020,0,0,0,0,4,1
5,731,2010,agosto,8,5002,0,0,0,0,1,1
5,2088,2012,febrero,2,5002,0,0,0,0,0,1
5,48,2007,diciembre,12,5035,3,1,0,0,0,1
5,941,2010,diciembre,12,5035,0,0,0,0,0,1
5,1752,2011,septiembre,9,5030,0,0,0,0,0,1
5,2698,2012,noviembre,11,5025,0,0,2,0,0,1
5,2035,2012,enero,1,5030,0,0,4,0,0,1
5,2287,2012,mayo,5,5035,0,0,0,0,0,1
5,1906,2011,diciembre,12,5012,0,0,0,0,22,1
5,2066,2012,febrero,2,5022,0,0,0,0,1,1
5,1585,2011,julio,7,5035,0,0,1,0,0,1
5,2385,2012,junio,6,5007,0,0,0,0,1,1
5,999,2011,enero,1,5035,0,0,1,0,0,1
5,2070,2012,febrero,2,5025,0,0,0,0,0,1
5,2850,2013,enero,1,5025,0,0,0,0,0,1
5,1000,2011,enero,1,5035,0,0,0,0,0,1
5,825,2010,octubre,10,5013,0,0,0,0,0,1
5,1209,2011,marzo,3,5003,0,0,0,3,5,1
5,2162,2012,marzo,3,5018,0,0,0,0,0,1
5,1984,2011,diciembre,12,5030,0,0,0,0,0,1
5,1945,2011,diciembre,12,5030,0,0,1,0,0,1
5,2082,2012,febrero,2,5025,0,0,0,0,0,1
5,2704,2012,noviembre,11,5025,0,0,1,0,0,1
5,565,2010,mayo,5,5035,0,0,1,0,0,1
5,1500,2011,julio,7,5035,0,0,2,0,0,1
5,58,2008,febrero,2,5035,0,0,2,2,0,1
5,1676,2011,agosto,8,5006,0,0,0,0,0,1
5,1952,2011,diciembre,12,5028,0,0,4,0,0,1
5,1783,2011,octubre,10,5025,0,0,0,0,1,1
5,2892,2013,febrero,2,5018,0,0,4,0,0,1
5,1035,2011,enero,1,5035,0,0,4,0,0,1
5,1684,2011,agosto,8,5030,0,0,3,0,0,1
5,2961,2013,abril,4,5032,0,0,3,0,0,1
5,1744,2011,septiembre,9,5035,0,0,2,0,0,1
5,1317,2011,mayo,5,5035,0,0,4,0,0,1
5,2237,2012,abril,4,5006,0,3,4,0,0,1
5,2917,2013,marzo,3,5002,0,0,1,0,0,1
5,2333,2012,mayo,5,5035,0,0,2,0,0,1
5,1229,2011,abril,4,5002,0,0,1,0,0,1
5,376,2010,enero,1,5035,0,1,0,0,0,1
5,2819,2013,enero,1,5037,0,0,2,0,0,1
5,2755,2012,diciembre,12,5030,0,0,1,0,0,1
5,2188,2012,marzo,3,5018,0,0,0,0,4,1
5,699,2010,julio,7,5009,0,0,0,0,0,1
5,1178,2011,marzo,3,5030,0,0,3,0,0,1
5,2367,2012,junio,6,5014,0,0,0,0,0,1
5,2994,2013,mayo,5,5032,0,0,1,0,0,1
5,1655,2011,agosto,8,5030,0,0,2,0,0,1
5,2900,2013,marzo,3,5023,0,0,4,0,0,1
5,2672,2012,octubre,10,5025,0,0,0,0,2,1
5,4591,2019,mayo,5,5003,0,0,0,0,2,1
5,150,2008,diciembre,12,5020,0,0,0,0,0,1
5,2106,2012,febrero,2,5030,0,0,0,0,0,1
5,2898,2013,marzo,3,5002,0,0,0,0,2,1
5,2031,2012,enero,1,5003,0,0,0,0,0,1
5,1271,2011,abril,4,5035,0,0,0,0,0,1
5,1888,2011,noviembre,11,5030,0,0,4,0,0,1
5,1803,2011,octubre,10,5018,0,0,0,0,0,1
5,2475,2012,agosto,8,5033,0,0,2,0,0,1
5,2391,2012,junio,6,5028,0,0,4,0,0,1
5,1167,2011,marzo,3,5035,0,0,0,0,3,1
5,2818,2013,enero,1,5022,0,0,1,0,0,1
5,3090,2013,julio,7,5028,0,0,5,0,0,1
5,890,2010,noviembre,11,5035,0,3,0,0,0,1
5,555,2010,mayo,5,5035,0,0,0,0,0,1
5,1146,2011,marzo,3,5027,1,1,0,0,0,1
5,2906,2013,marzo,3,5010,0,0,2,0,0,1
5,2764,2012,diciembre,12,5002,0,0,0,1,1,1
5,2763,2012,diciembre,12,5025,0,0,0,0,2,1
5,1998,2012,enero,1,5003,0,0,0,0,0,1
5,880,2010,noviembre,11,5030,0,0,1,0,6,1
5,2791,2012,diciembre,12,5019,0,0,3,0,0,1
5,1940,2011,diciembre,12,5025,1,3,5,0,6,1
5,2865,2013,febrero,2,5002,0,1,2,0,0,1
5,2416,2012,julio,7,5030,0,3,4,1,1,1
5,2025,2012,enero,1,5009,0,0,0,0,0,1
5,2691,2012,noviembre,11,5025,0,0,2,0,0,1
5,2614,2012,octubre,10,5038,0,1,0,0,0,1
5,2253,2012,abril,4,5035,0,0,3,0,0,1
5,2999,2013,mayo,5,5003,0,0,1,0,0,1
5,2757,2012,diciembre,12,5025,0,0,3,0,0,1
5,1864,2011,noviembre,11,5027,0,0,3,0,1,1
5,363,2010,enero,1,5002,0,0,0,2,2,1
5,1969,2011,diciembre,12,5030,0,0,2,0,0,1
5,1408,2011,mayo,5,5024,0,0,1,0,3,1
5,2064,2012,febrero,2,5030,0,0,1,0,0,1
5,2405,2012,junio,6,5018,0,2,4,0,0,1
5,2322,2012,mayo,5,5030,0,0,0,0,0,1
5,2124,2012,febrero,2,5030,0,0,0,0,3,1
6,3018,2013,mayo,5,6003,0,4,2,0,3,1
6,2737,2012,noviembre,11,6009,0,0,0,1,2,1
6,2725,2012,noviembre,11,6009,0,0,0,0,6,1
7,286,2009,septiembre,9,7019,0,0,1,3,3,1
7,422,2010,febrero,2,7074,0,0,0,0,0,1
7,3682,2015,julio,7,7072,0,0,0,0,0,1
7,164,2009,febrero,2,7074,0,0,3,0,3,1
7,848,2010,octubre,10,7116,0,0,0,1,1,1
7,4463,2018,noviembre,11,7089,0,0,2,2,2,1
7,1493,2011,julio,7,7077,0,0,0,0,1,1
8,166,2009,febrero,2,8037,0,0,3,0,0,1
8,490,2010,marzo,3,8037,0,1,0,0,2,1
8,2866,2013,febrero,2,8017,0,0,0,0,0,1
8,793,2010,septiembre,9,8029,0,0,0,0,3,1
8,1876,2011,noviembre,11,8055,0,0,1,0,1,1
8,234,2009,junio,6,8037,0,0,0,0,1,1
8,2945,2013,abril,4,8047,0,0,0,0,0,1
8,4676,2019,septiembre,9,8009,0,0,1,0,0,1
8,2445,2012,julio,7,8031,0,0,0,0,1,1
8,437,2010,marzo,3,8019,2,2,0,0,0,1
8,211,2009,mayo,5,8020,0,1,0,0,4,1
8,383,2010,febrero,2,8037,0,0,1,1,1,1
8,4220,2017,diciembre,12,8066,0,0,2,0,0,1
8,3379,2014,abril,4,8017,0,0,1,0,0,1
8,2531,2012,agosto,8,8029,0,0,0,0,3,1
8,2847,2013,enero,1,8051,0,0,1,0,0,1
8,4596,2019,mayo,5,8036,0,0,0,0,3,1
8,2674,2012,octubre,10,8051,0,1,0,0,0,1
8,1421,2011,junio,6,8051,0,0,0,0,0,1
8,1094,2011,febrero,2,8065,0,0,0,0,0,1
8,2916,2013,marzo,3,8036,0,0,1,1,1,1
8,4651,2019,septiembre,9,8067,0,0,0,0,0,1
8,2128,2012,marzo,3,8031,0,0,1,0,0,1
8,123,2008,octubre,10,8037,0,0,0,0,5,1
8,2097,2012,febrero,2,8038,0,0,0,0,0,1
8,102,2008,agosto,8,8017,0,0,0,0,1,1
8,154,2008,diciembre,12,8066,1,2,3,0,0,1
8,3963,2017,marzo,3,8017,0,1,0,0,0,1
8,3507,2014,septiembre,9,8052,0,0,0,0,16,1
8,577,2010,junio,6,8053,0,0,0,0,8,1
8,4583,2019,mayo,5,8052,0,0,0,1,1,1
8,2655,2012,octubre,10,8017,0,0,0,0,2,1
8,1972,2011,diciembre,12,8019,0,0,0,0,2,1
8,228,2009,junio,6,8037,0,0,1,1,1,1
8,581,2010,junio,6,8050,0,0,1,0,2,1
8,2789,2012,diciembre,12,8017,0,0,0,0,0,1
8,365,2010,enero,1,8037,0,0,2,0,0,1
8,4112,2017,agosto,8,8040,0,0,0,0,0,1
8,792,2010,septiembre,9,8019,0,0,1,1,7,1
8,329,2009,noviembre,11,8065,0,0,0,0,0,1
8,1219,2011,marzo,3,8032,0,0,0,0,0,1
8,192,2009,abril,4,8005,0,0,0,1,1,1
8,3307,2014,enero,1,8029,0,0,4,0,1,1
8,131,2008,octubre,10,8037,0,0,0,1,1,1
8,738,2010,agosto,8,8043,0,0,0,0,1,1
8,455,2010,marzo,3,8019,0,0,0,0,1,1
8,124,2008,octubre,10,8037,0,0,1,0,1,1
8,3819,2016,mayo,5,8021,0,0,1,0,0,1
8,2990,2013,mayo,5,8063,0,0,0,1,4,1
8,3112,2013,agosto,8,8029,1,3,1,0,2,1
8,2750,2012,diciembre,12,8043,1,0,0,0,0,1
8,546,2010,mayo,5,8041,0,0,0,0,0,1
8,109,2008,septiembre,9,8037,0,0,1,1,0,1
8,157,2009,enero,1,8017,0,0,1,0,1,1
8,3997,2017,abril,4,8040,0,0,6,0,0,1
8,2653,2012,octubre,10,8045,0,0,0,0,2,1
8,389,2010,febrero,2,8037,0,1,0,0,0,1
8,4231,2018,enero,1,8012,0,0,0,0,0,1
8,2879,2013,febrero,2,8066,0,0,0,0,0,1
8,83,2008,junio,6,8017,0,1,3,1,0,1
8,558,2010,mayo,5,8002,0,0,0,0,0,1
8,2946,2013,abril,4,8029,0,0,0,0,3,1
8,2513,2012,agosto,8,8052,0,0,1,0,6,1
8,2678,2012,noviembre,11,8009,0,0,0,0,0,1
8,4103,2017,agosto,8,8040,0,0,0,0,0,1
8,370,2010,enero,1,8037,0,0,1,0,1,1
8,3284,2013,diciembre,12,8009,0,0,0,0,0,1
8,1642,2011,agosto,8,8027,0,0,1,0,0,1
8,4145,2017,octubre,10,8009,0,0,1,0,0,1
8,3122,2013,agosto,8,8017,0,0,0,0,0,1
8,3165,2013,septiembre,9,8032,0,0,0,0,0,1
8,956,2010,diciembre,12,8021,0,0,1,1,1,1
8,1859,2011,noviembre,11,8040,0,0,0,0,0,1
8,653,2010,julio,7,8037,0,0,0,0,0,1
8,250,2009,julio,7,8037,0,0,1,0,11,1
8,934,2010,noviembre,11,8031,0,2,0,0,0,1
8,2584,2012,septiembre,9,8045,0,2,0,0,0,1
8,1715,2011,septiembre,9,8055,0,0,2,4,4,1
8,345,2009,diciembre,12,8053,0,0,0,0,0,1
8,303,2009,octubre,10,8037,0,0,0,1,4,1
8,64,2008,marzo,3,8019,1,5,6,3,0,1
8,81,2008,junio,6,8031,0,0,0,1,0,1
8,2605,2012,octubre,10,8045,0,0,0,0,1,1
8,2396,2012,junio,6,8058,0,0,1,0,0,1
8,2384,2012,junio,6,8025,0,0,0,0,0,1
8,4604,2019,junio,6,8025,0,0,0,0,0,1
8,3495,2014,agosto,8,8010,0,0,0,0,0,1
8,4650,2019,septiembre,9,8067,0,0,0,0,0,1
8,892,2010,noviembre,11,8019,0,0,0,0,2,1
8,3225,2013,noviembre,11,8001,0,0,0,0,2,1
8,786,2010,septiembre,9,8035,0,0,0,0,0,1
8,3891,2016,octubre,10,8053,0,0,0,0,0,1
8,397,2010,febrero,2,8036,0,1,2,0,4,1
8,499,2010,abril,4,8065,0,0,0,2,2,1
8,1203,2011,marzo,3,8031,0,0,0,0,0,1
8,2778,2012,diciembre,12,8029,0,1,1,0,0,1
8,2899,2013,marzo,3,8021,0,0,0,0,0,1
8,3614,2015,marzo,3,8065,0,0,1,0,0,1
8,3758,2016,enero,1,8017,0,1,1,0,0,1
8,306,2009,octubre,10,8023,1,1,0,0,2,1
8,3738,2015,diciembre,12,8028,0,0,0,0,0,1
8,4107,2017,agosto,8,8036,0,0,1,1,1,1
8,2300,2012,mayo,5,8019,0,0,0,0,2,1
8,3811,2016,abril,4,8040,0,0,0,0,0,1
8,683,2010,julio,7,8040,0,0,1,0,0,1
8,2668,2012,octubre,10,8009,0,0,0,0,0,1
8,4030,2017,junio,6,8063,0,0,1,0,2,1
8,3004,2013,mayo,5,8017,0,1,0,0,0,1
8,3732,2015,noviembre,11,8027,0,0,3,0,0,1
8,197,2009,abril,4,8029,0,0,1,0,0,1
8,1201,2011,marzo,3,8031,0,0,0,0,0,1
8,1677,2011,agosto,8,8021,0,0,0,0,1,1
8,559,2010,mayo,5,8019,0,0,0,0,1,1
8,110,2008,septiembre,9,8037,1,0,2,0,0,1
8,107,2008,septiembre,9,8037,0,1,2,0,1,1
8,3910,2016,noviembre,11,8029,0,0,0,0,0,1
8,1705,2011,septiembre,9,8041,0,0,0,0,4,1
8,416,2010,febrero,2,8037,0,0,0,0,0,1
8,4617,2019,junio,6,8025,0,0,1,1,9,1
8,2203,2012,marzo,3,8063,0,0,0,0,0,1
8,3952,2017,febrero,2,8011,0,0,1,1,3,1
8,253,2009,julio,7,8037,0,0,1,0,1,1
8,2077,2012,febrero,2,8029,0,0,0,0,0,1
8,1554,2011,julio,7,8029,0,1,0,0,3,1
8,659,2010,julio,7,8037,0,0,0,0,0,1
8,373,2010,enero,1,8037,0,0,0,0,1,1
8,323,2009,noviembre,11,8019,0,0,1,1,3,1
8,4123,2017,septiembre,9,8027,0,0,0,0,0,1
8,272,2009,agosto,8,8037,1,2,0,0,0,1
8,4530,2019,marzo,3,8040,0,1,0,0,0,1
8,3904,2016,noviembre,11,8029,0,1,1,1,1,1
8,2965,2013,abril,4,8029,0,0,0,0,0,1
8,2783,2012,diciembre,12,8015,0,0,1,0,2,1
8,852,2010,octubre,10,8019,0,0,4,0,1,1
8,4667,2019,septiembre,9,8040,0,0,0,0,0,1
8,238,2009,julio,7,8037,0,0,1,0,2,1
8,222,2009,junio,6,8019,0,1,0,0,2,1
8,2040,2012,enero,1,8053,0,0,0,0,3,1
8,2551,2012,septiembre,9,8066,0,0,0,0,0,1
8,2956,2013,abril,4,8017,0,0,0,0,3,1
8,3086,2013,julio,7,8029,0,0,0,0,0,1
8,2811,2013,enero,1,8036,0,0,0,0,2,1
8,1638,2011,agosto,8,8027,1,1,1,0,1,1
8,2192,2012,marzo,3,8029,0,0,0,0,0,1
8,2450,2012,julio,7,8051,0,1,0,0,1,1
8,210,2009,mayo,5,8019,0,0,0,0,2,1
8,3216,2013,noviembre,11,8030,0,0,1,0,3,1
8,679,2010,julio,7,8040,0,0,8,0,0,1
8,3538,2014,noviembre,11,8027,0,0,0,0,0,1
8,1202,2011,marzo,3,8031,0,0,0,0,0,1
8,1212,2011,marzo,3,8029,0,0,0,1,3,1
8,3055,2013,junio,6,8051,0,0,0,1,1,1
8,72,2008,abril,4,8037,0,0,0,0,3,1
8,246,2009,julio,7,8030,0,1,0,0,0,1
8,3559,2014,diciembre,12,8009,0,0,2,0,0,1
8,334,2009,diciembre,12,8050,0,1,0,0,0,1
8,369,2010,enero,1,8037,0,0,0,0,0,1
8,191,2009,abril,4,8037,0,0,0,1,3,1
8,2607,2012,octubre,10,8017,0,0,0,0,2,1
8,548,2010,mayo,5,8019,0,0,0,0,4,1
8,251,2009,julio,7,8019,0,0,0,0,3,1
8,3873,2016,septiembre,9,8008,0,0,0,0,4,1
8,1717,2011,septiembre,9,8036,0,0,0,0,0,1
8,279,2009,septiembre,9,8037,0,0,0,1,6,1
8,2078,2012,febrero,2,8029,0,0,2,0,2,1
8,3146,2013,septiembre,9,8065,0,0,1,0,0,1
8,135,2008,noviembre,11,8017,0,0,0,0,4,1
8,2913,2013,marzo,3,8002,0,0,0,0,0,1
8,2400,2012,junio,6,8026,1,2,2,0,0,1
8,4607,2019,junio,6,8027,0,0,0,0,1,1
8,78,2008,mayo,5,8021,0,0,0,1,2,1
8,2058,2012,enero,1,8048,1,2,1,2,2,1
8,4582,2019,abril,4,8009,0,3,1,0,0,1
8,163,2009,febrero,2,8037,1,1,20,0,3,1
9,6,2007,febrero,2,9002,0,0,0,0,0,1
10,515,2010,abril,4,10026,0,6,8,0,1,1
10,3959,2017,marzo,3,10034,0,0,0,0,0,1
10,1050,2011,enero,1,10012,0,0,0,0,0,1
10,739,2010,agosto,8,10012,0,0,1,0,0,1
10,117,2008,octubre,10,10038,0,3,1,0,0,1
10,40,2007,octubre,10,10018,0,0,1,1,0,1
10,3103,2013,julio,7,10019,1,0,2,0,0,1
10,466,2010,marzo,3,10007,0,0,0,0,4,1
10,876,2010,noviembre,11,10022,0,0,4,0,0,1
10,908,2010,noviembre,11,10007,0,0,0,0,1,1
10,3817,2016,mayo,5,10014,0,0,0,0,0,1
10,2466,2012,julio,7,10001,0,0,1,0,0,1
10,4289,2018,abril,4,10023,0,0,0,2,3,1
10,694,2010,julio,7,10034,0,1,0,0,0,1
10,1577,2011,julio,7,10032,0,0,1,0,0,1
10,47,2007,diciembre,12,10034,0,0,2,1,0,1
10,1126,2011,febrero,2,10001,0,0,0,0,0,1
10,232,2009,junio,6,10025,0,1,5,0,0,1
10,268,2009,agosto,8,10023,0,1,0,0,0,1
10,2925,2013,marzo,3,10005,0,0,0,0,2,1
10,790,2010,septiembre,9,10004,0,0,0,0,0,1
10,540,2010,mayo,5,10032,0,0,0,0,1,1
10,1252,2011,abril,4,10033,0,0,0,0,0,1
10,674,2010,julio,7,10014,0,0,0,1,1,1
10,661,2010,julio,7,10024,0,0,0,0,3,1
10,2288,2012,mayo,5,10024,0,0,1,1,1,1
10,15,2007,mayo,5,10005,0,1,0,1,0,1
10,1967,2011,diciembre,12,10035,0,0,1,0,0,1
10,862,2010,octubre,10,10022,0,0,2,0,0,1
10,1879,2011,noviembre,11,10005,0,0,3,0,5,1
10,3499,2014,agosto,8,10026,0,0,0,0,6,1
10,80,2008,mayo,5,10026,0,0,0,0,0,1
10,343,2009,diciembre,12,10032,0,0,0,1,1,1
10,805,2010,septiembre,9,10007,0,0,3,0,1,1
10,538,2010,mayo,5,10007,0,0,1,0,4,1
10,1183,2011,marzo,3,10034,0,0,0,1,1,1
10,2135,2012,marzo,3,10007,0,0,1,0,1,1
10,2028,2012,enero,1,10005,0,3,1,1,13,1
10,3232,2013,noviembre,11,10026,1,0,1,0,0,1
10,45,2007,noviembre,11,10005,0,0,0,0,0,1
10,1991,2011,diciembre,12,10007,0,0,0,0,3,1
10,612,2010,junio,6,10034,0,0,2,0,3,1
10,921,2010,noviembre,11,10005,0,0,0,0,2,1
10,1354,2011,mayo,5,10005,0,0,0,0,0,1
10,1595,2011,julio,7,10034,0,0,1,0,0,1
10,3743,2015,diciembre,12,10023,1,2,5,0,0,1
10,202,2009,abril,4,10023,0,0,1,0,0,1
10,3384,2014,abril,4,10007,0,0,2,0,0,1
10,3500,2014,septiembre,9,10035,2,4,0,0,0,1
10,2962,2013,abril,4,10026,0,0,1,0,1,1
10,12,2007,abril,4,10034,0,0,0,0,0,1
10,2817,2013,enero,1,10007,0,0,0,0,0,1
10,4010,2017,mayo,5,10034,0,0,0,0,0,1
10,1362,2011,mayo,5,10005,0,0,1,0,1,1
10,54,2008,febrero,2,10005,0,0,0,0,0,1
10,573,2010,junio,6,10019,0,0,1,0,0,1
10,280,2009,septiembre,9,10005,0,0,2,0,2,1
10,4127,2017,septiembre,9,10038,0,0,0,0,0,1
10,140,2008,diciembre,12,10014,0,0,1,0,6,1
10,446,2010,marzo,3,10007,0,0,0,1,5,1
10,293,2009,septiembre,9,10035,0,0,1,0,0,1
10,196,2009,abril,4,10033,0,0,0,0,1,1
10,4469,2018,noviembre,11,10007,0,0,0,0,0,1
10,2180,2012,marzo,3,10009,0,0,2,0,0,1
10,522,2010,abril,4,10001,0,1,0,0,3,1
10,2841,2013,enero,1,10007,0,0,0,0,1,1
10,4366,2018,julio,7,10023,0,0,0,1,1,1
10,276,2009,septiembre,9,10007,0,2,1,0,0,1
10,1420,2011,junio,6,10034,0,0,0,0,0,1
10,4630,2019,julio,7,10034,0,0,0,0,0,1
10,463,2010,marzo,3,10026,0,0,1,1,1,1
10,475,2010,marzo,3,10026,1,1,5,0,0,1
10,36,2007,octubre,10,10005,0,0,0,0,1,1
10,771,2010,septiembre,9,10035,0,0,2,0,0,1
10,1699,2011,septiembre,9,10005,0,0,1,0,1,1
10,216,2009,mayo,5,10023,2,4,0,0,5,1
10,4275,2018,marzo,3,10005,0,0,0,0,0,1
10,86,2008,junio,6,10005,0,0,1,0,2,1
10,1461,2011,junio,6,10036,0,0,0,0,0,1
10,597,2010,junio,6,10007,0,0,0,0,0,1
10,2480,2012,agosto,8,10034,0,0,0,0,0,1
10,93,2008,julio,7,10012,0,0,0,0,0,1
10,148,2008,diciembre,12,10005,0,0,0,0,1,1
10,4605,2019,junio,6,10014,0,0,0,0,0,1
10,625,2010,junio,6,10004,0,0,0,0,0,1
